index,lang,lang_prob
146,fr,0.9999965115043006
147,fr,0.9999972279658367
148,fr,0.999994736251511
149,fr,0.9999952274553702
150,fr,0.8570040363793989
151,fr,0.9999958437471559
152,fr,0.9999959321724854
153,fr,0.999997083907802
154,fr,0.9999955120236326
155,en,0.8571394600737966
156,fr,0.85714117281297
157,fr,0.9999958951022626
158,en,0.9999956009262329
159,fr,0.9999981142366552
160,fr,0.8571409555133844
161,fr,0.9999938645787578
162,fr,0.999996266269343
163,de,0.8571378704843391
164,fr,0.9999970371702223
165,en,0.9999964497068953
166,fr,0.999996172966868
167,fr,0.9999961657824934
168,fr,0.999996315138578
169,fr,0.9999950719167644
170,fr,0.9999947695380449
171,fr,0.999998466546707
172,fr,0.9999966329296989
173,fr,0.9999965183875106
174,fr,0.9999949861276343
175,fr,0.9999951303166121
176,fr,0.9999960701248287
177,fr,0.9999972957511705
178,fr,0.9999965825694063
179,ca,0.5714263723331617
180,fr,0.9999947267267253
181,fr,0.9999972149120286
182,fr,0.9999956647665385
183,fr,0.9999967673332809
184,fr,0.999994408835298
185,fr,0.9999976750991637
186,fr,0.6548968035819244
187,fr,0.9999963167397211
188,ca,0.8281993502292024
189,fr,0.99999663306306
190,fr,0.9999961817240175
191,fr,0.9999957162065034
192,fr,0.781060006969116
193,fr,0.9999961534299531
194,fr,0.9999972083586077
195,en,0.9999955958809436
196,fr,0.9999953896003986
197,fr,0.9999953321447826
198,fr,0.9999958195676224
199,fr,0.9999965998687337
200,fr,0.9999949432526751
201,fr,0.9999978032743162
202,en,0.9999953976975098
203,pt,0.8571380659713314
204,fr,0.9999970437204999
205,fr,0.9999958853991229
206,fr,0.9999972158542556
207,fr,0.7142845624442411
208,fr,0.9999964231227574
209,fr,0.9999967481565303
210,en,0.9999940990274144
211,ro,0.4285726561993299
212,fr,0.9999964642896177
213,fr,0.9999977020665266
214,en,0.9999970501328955
215,fr,0.7182099173819333
216,fr,0.9999975772213472
217,fr,0.9999975263097642
218,fr,0.9999957563491431
219,en,0.8571399495740201
220,fr,0.9999965608282847
221,fr,0.9999950856797823
222,en,0.9999953278474125
223,fr,0.9999962929733073
224,fr,0.9999960275838963
225,en,0.999996140244454
226,fr,0.999998190427984
227,pt,0.6856941221543462
228,en,0.8571407676737286
229,en,0.9999968673039726
230,fr,0.9999963044876339
231,fr,0.9999983854036376
232,fr,0.9999989353064138
233,it,0.8571398835907259
234,fr,0.999996129246354
235,fr,0.9999966728308707
236,en,0.5714263746020268
237,en,0.9999962628973628
238,fr,0.7117190672193165
239,fr,0.9999970013171551
240,nl,0.9999969281211306
241,fr,0.9999976242733122
242,fr,0.9999969301481741
243,fr,0.9999979756907785
244,fr,0.9999961711137944
245,fr,0.7142849340528248
246,fr,0.9999961408926091
247,en,0.9999945116753239
248,fr,0.9999961121363459
249,fr,0.9999977223976975
250,fr,0.9999974074033676
251,fr,0.999996805525482
252,en,0.9999949753705913
253,fr,0.9999965606954744
254,fr,0.9999967647870296
255,fr,0.9999957175465848
256,fr,0.9999953569187996
257,fr,0.9999960598461712
258,fr,0.9999957132277134
259,fr,0.9999956050738439
260,fr,0.9999940914477652
261,fr,0.999997751080771
262,fr,0.9999950261723533
263,fr,0.9999971595376823
264,fr,0.9999953530768125
265,fr,0.9999957859669836
266,fr,0.9999959871932451
267,fr,0.5714273450113098
268,fr,0.9999961703789785
269,fr,0.9999958909909775
270,fr,0.9999949622332223
271,en,0.9999963550132988
272,fr,0.999995869604573
273,fr,0.9999963364854301
274,fr,0.9999977061313023
275,fr,0.9999964575888451
276,fr,0.9999966432334477
277,de,0.8571379797993124
278,fr,0.9999946627597192
279,en,0.9999966689435675
280,fr,0.999995852117547
281,fr,0.9999983678055496
282,en,0.9999967903317024
283,fr,0.9999961052154477
284,fr,0.9999955102011738
285,en,0.8571397474302278
286,en,0.8571412242702278
287,fr,0.9999969593310932
288,en,0.9999964695211992
289,fr,0.9999964174117744
290,fr,0.9999960716240556
291,fr,0.9999975569385673
292,pt,0.7142837197591764
293,fr,0.9999944783921233
294,fr,0.9999963762739748
295,fr,0.9999937246490576
296,fr,0.9999979509431808
297,fr,0.9999972548423663
298,fr,0.9999939189503231
299,fr,0.9999961632607244
300,en,0.9999956522725801
301,fr,0.9999961246989061
302,en,0.9999971354150049
303,fr,0.9999965721557634
304,fr,0.7142836537716751
305,fr,0.9999957157100243
306,fr,0.9999975952336767
307,fr,0.9999964285525492
308,ca,0.5714263474986573
309,fr,0.9999975704583244
310,fr,0.9999946940525752
311,fr,0.9999968175567213
312,fr,0.9999955413178991
313,fr,0.7142828275925164
314,fr,0.9999980077287649
315,fr,0.999994539637019
316,fr,0.9999963644535745
317,fr,0.9999968849314953
318,de,0.9999959248361189
319,fr,0.9999977199158042
320,fr,0.999996449589692
321,fr,0.9999982140809346
322,en,0.9999936658792828
323,fr,0.9999965459225353
324,en,0.5714260388461803
325,fr,0.8571398982598355
326,fr,0.8571401579679672
327,en,0.9999954346659465
328,fr,0.9999974409053847
329,fr,0.9999969520273635
330,en,0.9999952712714264
331,en,0.5714258300067905
332,fr,0.9999959808131513
333,fr,0.999997727275435
334,fr,0.9999961555854024
335,en,0.9999982173061157
336,fr,0.9999976221440432
337,fr,0.999999239088787
338,fr,0.9999954132324409
339,en,0.9999934551648064
340,fr,0.9999971683301061
341,fr,0.999997088528352
342,fr,0.9999951885897006
343,fr,0.9999968382940072
344,fr,0.9999960758359964
345,fr,0.9999963123542956
346,fr,0.9999980901116278
347,id,0.8571403295156148
348,en,0.9999978238822872
349,en,0.9999970330401594
350,fr,0.9999967287745853
351,fr,0.857140312367087
352,fr,0.9999975973695834
353,fr,0.9999955396941741
354,fr,0.9999982952556521
355,fr,0.9999957458639643
356,fr,0.9999972677306147
357,fr,0.999994136466381
358,fr,0.999994651080066
359,fr,0.9999950971799737
360,fr,0.9999964192760608
361,fr,0.9999949291089509
362,fr,0.9999962293749638
363,fr,0.9999960357067497
364,en,0.9999944928457061
365,fr,0.9999950153179076
366,en,0.9999961337800698
367,fr,0.9999951260153526
368,fr,0.999997247953554
369,fr,0.9999968307946678
370,fr,0.999995206753824
371,fr,0.9999958706858891
372,nl,0.9999958377598718
373,en,0.7142834204655928
374,fr,0.8571399442269765
375,fr,0.9999961810572828
376,fr,0.9999950359915607
377,fr,0.9999980013054366
378,fr,0.9999965155569981
379,fr,0.9999971671912621
380,fr,0.9999962260109106
381,en,0.9999971217695438
382,de,0.9999974817479063
383,fr,0.9999973938695628
384,fr,0.9999956966148404
385,fr,0.9999981158865012
386,fr,0.9999963619361587
387,fr,0.999996245060918
388,no,0.8571403660276822
389,pt,0.5743072229072536
390,en,0.9999962580573556
391,fr,0.9999964642360215
392,fr,0.9999974161615791
393,fr,0.999996904852581
394,fr,0.9999946572735434
395,ro,0.8573061144034855
396,de,0.7142850876483562
397,fr,0.9999954688569539
398,fr,0.9999973367861786
399,fr,0.9999970440161964
400,en,0.8571410139863191
401,fr,0.999994039460006
402,en,0.9999951333606615
403,en,0.9999979175326996
404,fr,0.9999956241142073
405,fr,0.9999971377523533
406,fr,0.9999969711228893
407,fr,0.9999969623741024
408,fr,0.8710593384555535
409,en,0.9999957094602128
410,fr,0.9999973130256464
411,fr,0.9999978926466133
412,fr,0.9999965780688757
413,fr,0.9999975239858176
414,fr,0.8571404565295704
415,fr,0.999998171687821
416,en,0.7142820230011029
417,fr,0.9999962414904775
418,fr,0.5714275305457461
419,fr,0.9999953779375095
420,fr,0.9999968508074996
421,fr,0.9999965637348447
422,fr,0.999996872224658
423,fr,0.9999956318341336
424,fr,0.9999959330360391
425,fr,0.9999948545737842
426,fr,0.9999955872490442
427,fr,0.9999974279858881
428,fr,0.999996172067342
429,fr,0.9999990541486198
430,fr,0.9999980634594445
431,fr,0.9999962438221734
432,it,0.9999957646075066
433,nl,0.7142847972520603
434,fr,0.9999947140455608
435,fr,0.9999962051597664
436,fr,0.9999963494875714
437,fr,0.9999960579619034
438,fr,0.9999955471085118
439,en,0.9999958354662211
440,fr,0.9999965706962561
441,fr,0.9999950044291225
442,de,0.5714277290619174
443,fr,0.9999963304524722
444,fr,0.999994816077877
445,fr,0.9999971282448009
446,fr,0.9999963931764363
447,fr,0.9999949345285
448,fr,0.999996777037284
449,en,0.8571388624661839
450,fr,0.9999970834576744
451,fr,0.9999971099666416
452,fr,0.9999987966923323
453,fr,0.999995046846223
454,fr,0.9999961128135072
455,de,0.8467879333728763
456,en,0.857141682448378
457,fr,0.9999955974686421
458,en,0.5714273181665722
459,fr,0.9999978010611488
460,de,0.9999974732575254
461,fr,0.9999937722587928
462,fr,0.9999965802954507
463,fr,0.9999967963067389
464,fr,0.999995654671847
465,fr,0.8571397004352184
466,fr,0.999994232199757
467,fr,0.9999976950339403
468,fr,0.9999952748698124
469,fr,0.9999955256305448
470,fr,0.9999982077956102
471,fr,0.9999985418258625
472,fr,0.9999961743408046
473,fr,0.9999964159038917
474,de,0.7142856491862486
475,fr,0.9999980616037759
476,en,0.99999646601711
477,fr,0.9999951891710603
478,fr,0.9999975704484187
479,fr,0.9999960860548427
480,fr,0.9999944319454772
481,de,0.5714266817043578
482,id,0.9999956729810693
483,fr,0.999997234673057
484,en,0.9999974260113514
485,fr,0.9999964290891028
486,en,0.7142824256238389
487,fr,0.9999969683289951
488,fr,0.9999961669160761
489,fr,0.9999961002626354
490,fr,0.999996331573983
491,fr,0.9999954313084614
492,fr,0.999996903518112
493,fr,0.9999968007275384
494,fr,0.9999963221684214
495,en,0.7142832637450944
496,fr,0.9999972948386469
497,fr,0.9999977914372151
498,fr,0.9999977882916036
499,fr,0.9999947882613258
500,fr,0.9999968001291255
501,fr,0.9999953076242183
502,fr,0.857140537516143
503,fr,0.999995177907306
504,fr,0.9999959849548765
505,fr,0.9999937372313308
506,fr,0.999996709017635
507,fr,0.8571401454785854
508,fr,0.9999963434853265
509,fr,0.99999520057175
510,fr,0.9999978216446509
511,fr,0.9999947909748428
512,fr,0.9999977955076655
513,de,0.7142843786997923
514,en,0.7142828833739333
515,fr,0.9999955325387524
516,fr,0.9999977398591953
517,en,0.9999946652511803
518,en,0.9999956772962046
519,fr,0.9999963578082012
520,fr,0.9999959989122769
521,fr,0.8571395047396925
522,fr,0.9999955438914765
523,fr,0.9999960434365537
524,fr,0.9999972723350256
525,fr,0.8571365284305398
526,fr,0.9999974714584771
527,fr,0.999996281514163
528,fr,0.9999946527549144
529,fr,0.9999973072120193
530,fr,0.9999960911838386
531,fr,0.9999976424678043
532,fr,0.9999977182922527
533,fr,0.9999971462625963
534,fr,0.999994705298321
535,fr,0.8571410707543667
536,fr,0.9999979908878284
537,fr,0.9999962073431367
538,fr,0.9999964105769783
539,fr,0.9999978252058401
540,en,0.999996040245035
541,fr,0.9999975220964071
542,fr,0.9999959957175737
543,fr,0.7142833732604199
544,fr,0.9999975223465462
545,fr,0.999996673596276
546,en,0.9999949901340628
547,fr,0.9999976704978242
548,fr,0.9999970858581465
549,nl,0.9999952625573444
550,fr,0.9999962853182545
551,fr,0.9999964036925388
552,fr,0.5714263138027941
553,fr,0.9999981163828426
554,fr,0.9999983548631179
555,fr,0.5714277238440408
556,en,0.999996725093768
557,fr,0.9999966206775043
558,fr,0.9999974861007417
559,fr,0.9999962664497968
560,fr,0.999997895311894
561,fr,0.9999972394480929
562,fr,0.8571421894203805
563,fr,0.8571389638447992
564,fr,0.9999971634024234
565,fr,0.9999947238556919
566,fr,0.9999964467418871
567,fr,0.999994259360917
568,en,0.5714272828486489
569,fr,0.9999970821466717
570,fr,0.9999960570008153
571,de,0.8571374088310632
572,fr,0.9999974803173369
573,fr,0.9999968445632856
574,fr,0.9999970795012552
575,en,0.9999928574817458
576,fr,0.9999951631485005
577,fr,0.9999960781800713
578,en,0.9999986224861602
579,fr,0.9999955905457417
580,en,0.8571389645236422
581,fr,0.9999972604021599
582,fr,0.9999946631567688
583,fr,0.9999973550601233
584,fr,0.9999958395611421
585,de,0.9999956032373016
586,en,0.9999949945489707
587,fr,0.8571413623677562
588,en,0.9999962032304777
589,fr,0.9999932341725036
590,fr,0.8571412502244937
591,ro,0.4285700798230307
592,fr,0.999995735480855
593,fr,0.999994705298321
594,en,0.9999952595132469
595,fr,0.9999965276371507
596,fr,0.999996896321848
597,fr,0.9999971584350815
598,fr,0.9999958930739057
599,fr,0.9999969330638582
600,fr,0.9999984546600071
601,en,0.9999951479642318
602,de,0.7142816523239606
603,fr,0.999996193172336
604,fr,0.999997375154662
605,fr,0.9999954085445187
606,fr,0.8571394828319229
607,fr,0.9999962878427638
608,fr,0.9999965626177018
609,en,0.9999967573537168
610,fr,0.9999984033356395
611,fr,0.9999972761299479
612,en,0.8571419996053415
613,en,0.9999947465379806
614,fr,0.9999961401134735
615,nl,0.8571412155356908
616,fr,0.5714284507325619
617,fr,0.9999957919049949
618,fr,0.9999953129474766
619,fr,0.9999950821737466
620,it,0.9999957348428054
621,fr,0.9999961354927798
622,en,0.9999953055434401
623,fr,0.9999955502218101
624,en,0.7142845495820768
625,fr,0.4285698564671765
626,fr,0.999998333487623
627,fr,0.999998158836178
628,fr,0.9999970023894225
629,fr,0.9999953249199593
630,fr,0.9999957793721431
631,fr,0.999997604722062
632,fr,0.9999956034203815
633,fr,0.9999955070260371
634,en,0.999995438123642
635,fr,0.9999970665458314
636,fr,0.5714272698044555
637,fr,0.9999956969793948
638,fr,0.9999957951266303
639,es,0.7142822026139524
640,fr,0.9999971976157137
641,fr,0.9999961979406929
642,en,0.5714281578855278
643,fr,0.9999970290678621
644,de,0.7142832117582579
645,fr,0.9999967688893007
646,fr,0.9999958815775005
647,fr,0.9999968499684226
648,fr,0.9999955457317549
649,en,0.9999961493737104
650,fr,0.9999978182983685
651,fr,0.9999967183815508
652,fr,0.9999957596366423
653,fr,0.9999977682414961
654,fr,0.8571407802055104
655,fr,0.9999939318878093
656,fr,0.9999971560166299
657,fr,0.9999957637102102
658,fr,0.9999980256345635
659,ro,0.5714276163434059
660,fr,0.9999938296592844
661,fr,0.9999954451556071
662,fr,0.9999952340491567
663,fr,0.9999954078655128
664,fr,0.9999959344939061
665,fr,0.9999959948025007
666,en,0.9999962548317629
667,en,0.9999954837795624
668,fr,0.9999966179001294
669,so,0.8571406810239781
670,fr,0.9999950350619279
671,en,0.9999970973172467
672,fr,0.9999973331037609
673,fr,0.9999969004087869
674,fr,0.9999968583581692
675,de,0.8571386560501636
676,de,0.9999954154982329
677,fr,0.9999943173937607
678,en,0.9999956289162483
679,fr,0.9999960371697395
680,fr,0.9999958926949635
681,en,0.9999927366927663
682,fr,0.9999947454374698
683,en,0.5714254291519592
684,en,0.8571385456824206
685,af,0.7142835148081931
686,en,0.9999937644053079
687,fr,0.9999960065524781
688,fr,0.9999940381824528
689,fr,0.9999952884180114
690,fr,0.9999967592582206
691,fr,0.9999960740901461
692,fr,0.9999971738734013
693,fr,0.999995515750074
694,fr,0.9999965457969283
695,fr,0.9999954493256542
696,fr,0.9999956764338349
697,en,0.9999936863561245
698,fr,0.8571395045328091
699,fr,0.9999950288698145
700,fr,0.9999963338833118
701,fr,0.9999966325145682
702,fr,0.9999943920840332
703,en,0.9999965784694813
704,fr,0.9999982482580907
705,fr,0.9999976106686483
706,ca,0.7142842341509815
707,nl,0.9999948895674484
708,fr,0.9999971280063403
709,fr,0.9999968722207393
710,id,0.9999964464024856
711,fr,0.9999976214077485
712,fr,0.999993978165738
713,fr,0.8571395398116172
714,fr,0.714284448946033
715,fr,0.9999966137799875
716,fr,0.9999953764451613
717,fr,0.9999953511973265
718,fr,0.9999955567379042
719,en,0.5715071023199276
720,fr,0.9999979083113404
721,en,0.9999960444981364
722,fr,0.9999974033080313
723,fr,0.9999966495341445
724,fr,0.9999970320655206
725,fr,0.9999951484662901
726,fr,0.9999972366775738
727,fr,0.9999967999288204
728,fr,0.9999969217312179
729,fr,0.9999959859802906
730,fr,0.9999939025366179
731,de,0.7142850163117169
732,fr,0.9999962074361137
733,en,0.9999978232597836
734,fr,0.9999953372011015
735,fr,0.9999965728880655
736,fr,0.9999967971570682
737,fr,0.9999949370825865
738,nl,0.734975461429792
739,fr,0.9999960392323751
740,fr,0.9999948299245649
741,ro,0.42857169940209666
742,fr,0.7142863533700191
743,fr,0.8571399072435142
744,de,0.7142840749499192
745,fr,0.9999975454982523
746,fr,0.9999979847979665
747,fr,0.9999948104408745
748,fr,0.9999961331469711
749,fr,0.9999956589259721
750,nl,0.502796826891516
751,fr,0.999997196367667
752,fr,0.9999939811279822
753,fr,0.5714279838963515
754,fr,0.9999976393110552
755,en,0.9999956022851288
756,en,0.99999522202792
757,fr,0.9999971742037299
758,fr,0.9999955855201399
759,fr,0.9999955785881516
760,de,0.7142815867076415
761,fr,0.9999982865174053
762,fr,0.9999961616028237
763,fr,0.9999949487009776
764,fr,0.8571389202785618
765,en,0.9999955854117006
766,de,0.7142822738317082
767,fr,0.9999957098114274
768,fr,0.9999976731230171
769,fr,0.999995766940737
770,fr,0.9999954072875361
771,fr,0.999997360700945
772,fr,0.9999965819328518
773,fr,0.9999958074310578
774,fr,0.9999951530596709
775,fr,0.9999963278261653
776,en,0.9999959518091588
777,fr,0.9999966497501136
778,fr,0.9999965187980419
779,fr,0.9999942236282989
780,en,0.9999962925118948
781,fr,0.9999944118005413
782,fr,0.9999983718723143
783,en,0.9999936507137992
784,fr,0.9999982498312876
785,fr,0.9999949045029831
786,de,0.8571367852837453
787,fr,0.9999957560474035
788,fr,0.9999981532030802
789,fr,0.9999950108086597
790,fr,0.9999971557038705
791,de,0.8571411292420653
792,en,0.9999944053741087
793,ca,0.4285703897372553
794,fr,0.9999951306020407
795,fr,0.8571387674699755
796,fr,0.9999962883369771
797,fr,0.9999968758436365
798,fr,0.9999979011126363
799,fr,0.857139370681841
800,fr,0.9999949865498664
801,ro,0.6636036599129636
802,fr,0.9999981225101198
803,fr,0.8571413798166597
804,fr,0.9999970474430877
805,fr,0.9999962284159891
806,fr,0.999998232477973
807,de,0.7142818955862369
808,fr,0.9999947590137183
809,sv,0.4285703735475764
810,en,0.8571390318450348
811,fr,0.9999973114882273
812,fr,0.9999972999779312
813,fr,0.9999973541486441
814,fr,0.714283096421013
815,fr,0.9999962521632233
816,en,0.999997488420579
817,fr,0.9999977430510367
818,fr,0.9999954067881904
819,de,0.9999950784984715
820,fr,0.9999987752305417
821,en,0.8571392760233816
822,fr,0.9999964437306597
823,fr,0.9999957126736267
824,fr,0.9999961716984517
825,fr,0.9999959656808065
826,fr,0.9999986194682932
827,en,0.8571409756311358
828,en,0.9999964564547188
829,de,0.8580051070844138
830,fr,0.9999975425182274
831,fr,0.9999994391176757
832,fr,0.9999952809491659
833,fr,0.9999947554123372
834,en,0.9999962460786166
835,fr,0.9999958744137446
836,fr,0.9999964031088462
837,fr,0.9999961923388078
838,fr,0.9999943478616049
839,fr,0.999995049930541
840,fr,0.9999960744709324
841,fr,0.9999944211556532
842,fr,0.8571393038425452
843,fr,0.9999958722655476
844,fr,0.42857249884266185
845,en,0.999995081558277
846,fr,0.9999935330887756
847,fr,0.9999981248298132
848,fr,0.9999957276524296
849,fr,0.9999968893359049
850,fr,0.9999953145852122
851,fr,0.9999951822018952
852,fr,0.8571397258570221
853,de,0.42070370773569776
854,fr,0.9999940793904911
855,fr,0.9999972055207365
856,fr,0.9999958090390724
857,fr,0.9999965976261957
858,de,0.4285694923032957
859,en,0.9999952174376294
860,fr,0.9999972022429138
861,fr,0.9999956549818366
862,en,0.9999947383678596
863,fr,0.9999983314109372
864,fr,0.9999973974078928
865,de,0.9999951789728868
866,de,0.9999964092771592
867,fr,0.9999964293834868
868,en,0.7142829832781881
869,fr,0.9999952483434495
870,fr,0.9999955291863034
871,fr,0.999996532496383
872,fr,0.9999972503058563
873,fr,0.9999966468676378
874,fr,0.9999952506673268
875,fr,0.9999953387844215
876,fr,0.9999987962118179
877,de,0.9999949635440644
878,fr,0.999996762974427
879,fr,0.9999951405987509
880,fr,0.9999966993502027
881,fr,0.9999972289438537
882,fr,0.9999945811155839
883,fr,0.9999990636577321
884,fr,0.9999970581712714
885,fr,0.9999953282153786
886,fr,0.9999963726241349
887,fr,0.9999966107711239
888,fr,0.9999967907411313
889,en,0.571427332714503
890,fr,0.9999975544928666
891,fr,0.9999959703807677
892,en,0.999994549778542
893,de,0.9999946229649921
894,fr,0.9999960862830766
895,en,0.9999964437447152
896,fr,0.9999956304837868
897,fr,0.9999977891334344
898,fr,0.9999963912107683
899,en,0.9999962820648144
900,en,0.8571207368301061
901,en,0.71428312581641
902,ca,0.7142837185096187
903,fr,0.9999941556666103
904,en,0.999996770641032
905,fr,0.8571386681946406
906,et,0.9999951377753638
907,fr,0.9999965275427293
908,fr,0.9999975728989698
909,en,0.9999959994308318
910,ca,0.9999961182719002
911,fr,0.9999978873159372
912,fr,0.9999961774304365
913,en,0.9999980439540745
914,fr,0.9999939927659532
915,fr,0.9999971968583072
916,en,0.5714270319138008
917,fr,0.9999959250809001
918,fr,0.8571382184195492
919,fr,0.9999955788291401
920,fr,0.9999974640463776
921,fr,0.9999955051828465
922,fr,0.9999974145161279
923,en,0.9999954385792589
924,en,0.7142832726965482
925,fr,0.9999980538265417
926,fr,0.9999954207826159
927,fr,0.9999961262722544
928,fr,0.9999983632973368
929,fr,0.9999921860506202
930,en,0.9999969041830259
931,fr,0.999998820399412
932,fr,0.9999985180032136
933,fr,0.9999979679461289
934,fr,0.5714284949664095
935,fr,0.9999962996318175
936,en,0.9999957452878517
937,fr,0.9999939899736092
938,fr,0.999995681493898
939,fr,0.9999957338451712
940,fr,0.9999964924478242
941,fr,0.8571386074946699
942,fr,0.9999968017000218
943,fr,0.9999969398145514
944,fr,0.9999964327604371
945,fr,0.9999975390773568
946,fr,0.9999955485157266
947,fr,0.99999591437104
948,fr,0.9999951780613017
949,fr,0.7142814327077988
950,fr,0.9999975852224712
951,fr,0.9999977317877566
952,fr,0.9999985050543935
953,fr,0.9999973491547036
954,fr,0.9999975109705493
955,fr,0.9999965240795299
956,en,0.9999973216091569
957,nl,0.5714281104654302
958,fr,0.8571389628863666
959,fr,0.9999956369258974
960,de,0.9999967344287549
961,fr,0.999998188576479
962,fr,0.9999962902456554
963,fr,0.9999983400250787
964,fr,0.9999949774087507
965,en,0.9999963037252112
966,fr,0.99999570881243
967,fr,0.9999959321658906
968,fr,0.5714273611120737
969,fr,0.9999960531147658
970,en,0.6820651865110554
971,fr,0.9999968649686322
972,fr,0.9999939921296983
973,fr,0.9999959072666252
974,en,0.9999949695796815
975,fr,0.9999968180746394
976,fr,0.9999983205236012
977,fr,0.9999992680799492
978,fr,0.999997140252576
979,fr,0.9999956557168004
980,fr,0.9999945570735975
981,en,0.9999976573928787
982,de,0.7142830315664112
983,fr,0.9999976446800148
984,fr,0.9999955158287226
985,fr,0.9999986622023138
986,en,0.9999972831003681
987,fr,0.9999937367830314
988,fr,0.999996468816958
989,fr,0.9999947345142486
990,fr,0.9999952121731266
991,fr,0.9999976304425571
992,fr,0.999998540754186
993,fr,0.9999944828476308
994,fr,0.9999964862131971
995,fr,0.9999960240863377
996,en,0.571427078249472
997,fr,0.9999965391439646
998,fr,0.999996284509461
999,en,0.9999973709140305
1000,fr,0.7142848694643912
1001,fr,0.9999966812343352
1002,fr,0.9999957029883665
1003,fr,0.9999960046782792
1004,fr,0.9999956701388883
1005,fr,0.9999984247102678
1006,fr,0.9999969411833638
1007,fr,0.9999960807828798
1008,fr,0.9999978850332932
1009,fr,0.9999964242269334
1010,fr,0.9999954878118581
1011,en,0.9999973261316923
1012,en,0.9999957419089893
1013,fr,0.999996193127482
1014,fr,0.999996466324111
1015,fr,0.7142842391129686
1016,fr,0.999998200490616
1017,es,0.8571393747021606
1018,fr,0.9999952219579697
1019,de,0.9999944388088584
